Column1;publisheddate;clean_text;Stock Name;symbol;Date;yusuf_bert;furkanU_bert;Sena_bert;model_3;before;now;after
541;21.01.2023 10:00;carbon pirate preying amazon indigenous community;Amazon;AMZN;21.01.2023;Negative;Negative;Neutral;;9605000305;9545999908;9368000031
542;9.03.2023 10:16;amazon daisy jones six missing star quality;Amazon;AMZN;9.03.2023;Negative;Negative;Neutral;;9212999725;9490000153;9375
543;3.01.2023 17:00;lula save amazon record show might pull andre pagliarini;Amazon;AMZN;3.01.2023;Negative;Negative;Negative;;8304000092;8181999969;8418000031
544;1.06.2023 15:00;bruno pereira dom phllips killed amazon indigenous ally risk death carry work;Amazon;AMZN;1.06.2023;Negative;Negative;Negative;;115;1201100006;1216600037
545;9.01.2023 20:46;prince harrys memoir hit amazon predicted one year bestseller;Amazon;AMZN;9.01.2023;Positive;Positive;Neutral;;8581999969;8513999939;8312000275
546;2.07.2023 09:00;big picture celebration life peruvian rainforest;Amazon;AMZN;2.07.2023;Positive;Positive;Neutral;;1273300018;1291799927;1290399933
547;6.06.2023 00:30;tribute paid dom phillips bruno pereira year death;Tesla;TSLA;5.06.2023;Negative;Positive;Neutral;;2011600037;2039299927;2075200043
548;4.06.2023 12:30;event brazil uk celebrate life dom phillips bruno pereira;Microsoft;MSFT;4.06.2023;Positive;Positive;Neutral;;3312099915;3283900146;3325799866
549;20.05.2023 00:19;ex chief brazil indigenous agency charged murder bruno pereira dom phillips;Microsoft;MSFT;19.05.2023;Negative;Negative;Negative;;3089700012;3094599915;3117399902
550;2.06.2023 08:56;friday briefing year murder vital work bruno pereira dom phillips carry;Microsoft;MSFT;2.06.2023;Negative;Positive;Neutral;;3328900146;3312099915;3283900146
551;5.06.2023 20:32;guardian view bruno doms legacy defend nature defender editorial;Microsoft;MSFT;5.06.2023;Positive;Positive;Neutral;;3312099915;3283900146;3325799866
552;1.06.2023 15:00;one year death bruno pereira dom phillips work must go;Microsoft;MSFT;1.06.2023;Negative;Negative;Neutral;;3259200134;3328900146;3312099915
553;4.08.2023 00:39;apple revenue fall third straight quarter company invests heavily ai;Apple;AAPL;3.08.2023;Negative;Negative;Negative;;1932200012;1958300018;1964499969
554;22.05.2023 08:57;monday briefing take reverse damage done rainforest jair bolsonaro;Amazon;AMZN;22.05.2023;Negative;Negative;Neutral;;1111999969;1134000015;1155
555;30.07.2023 18:03;joy defiance gathering led amazonian chief raoni metuktire;Amazon;AMZN;30.07.2023;Positive;Negative;Neutral;;1288000031;1291300049;1281499939
556;14.02.2023 15:42;ikea foundation sends shelter syria turkey firm offer earthquake aid;Amazon;AMZN;14.02.2023;Positive;Positive;Neutral;;1021100006;1000500031;9823999786
557;2.03.2023 10:00;theyre concerned profit osha doj take amazon grueling working condition;Amazon;AMZN;2.03.2023;Negative;Negative;Negative;;9581999969;935;9376000214
558;25.04.2023 02:01;major tech firm face hefty fine new digital consumer bill;Google;GOOG;24.04.2023;Positive;Positive;Positive;;1064199982;1051200027;1050199966
559;13.02.2023 11:00;desantiss corporate donor fire hypocrisy black history month;Tesla;TSLA;13.02.2023;Negative;Negative;Neutral;;1947599945;1968099976;2012899933
560;12.04.2023 18:00;accc bos want new power crack online business make hard cancel subscription;Apple;AAPL;12.04.2023;Negative;Positive;Neutral;;1637599945;1646600037;1620299988
561;6.01.2023 17:00;job cut falling share go wrong u tech sector;Tesla;TSLA;6.01.2023;Negative;Negative;Negative;;1231800003;1080999985;1136399994
562;3.06.2023 20:00;youre looking die brazil river illegal fishing threatens life;Amazon;AMZN;3.06.2023;Negative;Negative;Neutral;;1216600037;1205800018;1227699966
563;21.04.2023 09:00;gold standard peru miner phase mercury bid clean industry;Amazon;AMZN;21.04.2023;Positive;Positive;Neutral;;1025100021;1027399979;1023000031
564;18.07.2023 21:51;meta make new version ai model available free charge microsoft;Microsoft;MSFT;18.07.2023;Positive;Positive;Neutral;;3324700012;3372000122;3426600037
565;29.01.2023 13:00;bezos washington post show honeymoon tech mogul medium owner;Amazon;AMZN;29.01.2023;Negative;Negative;Neutral;;9751999664;9631999969;9718000031
566;3.07.2023 10:27;tesla delivers record number car price cut lift sale;Tesla;TSLA;3.07.2023;Positive;Negative;Positive;;2410500031;2502100067;2562399902
567;24.06.2023 10:00;streaming roald dahl matilda musical best adaptation classic childrens book;Amazon;AMZN;24.06.2023;Positive;Positive;Neutral;;1257799988;1248300018;1301499939
568;13.07.2023 01:02;u uk call gratitude kyiv zelenskiys nato complaint;Tesla;TSLA;12.07.2023;Negative;Positive;Neutral;;282480011;2765400085;2744299927
569;13.04.2023 09:00;sonos era review sparkling wifi hi fi raise bar spatial audio;Tesla;TSLA;13.04.2023;Positive;Positive;Neutral;;1850599976;1845099945;1867899933
570;27.07.2023 18:26;brazil descendant african escaped slavery gain census recognition;Amazon;AMZN;27.07.2023;Positive;Positive;Neutral;;1299600067;130;1288000031
571;2.02.2023 09:00;meps launch site eu official report shady lobbying big tech;Tesla;TSLA;2.02.2023;Negative;Negative;Neutral;;1602700043;1778999939;1666600037
572;5.06.2023 15:00;best tv far;Apple;AAPL;5.06.2023;Positive;Positive;Neutral;;1773000031;17725;1800899963
573;1.06.2023 18:00;deadloch review ripsnorting whodunnit pump new blood old trope;Amazon;AMZN;1.06.2023;Negative;Positive;Neutral;;115;1201100006;1216600037
574;2.07.2023 13:00;sriracha lover feel heat hot sauce shortage continues;Tesla;TSLA;2.07.2023;Negative;Negative;Neutral;;2410500031;2502100067;2562399902
575;8.02.2023 10:00;cost loving valentine day idea wont break bank;Amazon;AMZN;8.02.2023;Positive;Positive;Neutral;;1051500015;1129100037;1033899994
576;29.03.2023 19:43;amazonian love god mockery god say wakefield christian;Amazon;AMZN;29.03.2023;Negative;Negative;Neutral;;9869999695;9870999908;9812999725
577;2.05.2023 13:00;one true love review sassy love triangle romcom slathered life lesson;Amazon;AMZN;2.05.2023;Positive;Positive;Neutral;;1025699997;1049800034;1098199997
578;4.07.2023 13:00;calendar girl review portrait senior dance troupe grooving florida;Amazon;AMZN;4.07.2023;Negative;Negative;Neutral;;1291799927;1290399933;1279000015
579;4.04.2023 18:22;uk status cinematic powerhouse risk warns oscar winner david puttnam;Amazon;AMZN;4.04.2023;Negative;Negative;Neutral;;9723999786;10025;102
580;20.01.2023 17:56;google parent firm alphabet cut job worldwide;Google;GOOG;20.01.2023;Negative;Negative;Negative;;9280000305;9216000366;9177999878
581;20.07.2023 17:58;llama meta releasing open source ai model risk;Amazon;AMZN;20.07.2023;Negative;Positive;Neutral;;1343000031;1346799927;1335599976
582;3.08.2023 17:48;ai enhanced image threat democratic process expert warn;Tesla;TSLA;3.08.2023;Negative;Positive;Positive;;2557100067;2664400024;2674299927
583;19.04.2023 07:40;google call relaxing australia copyright law ai mine website information;Google;GOOG;19.04.2023;Negative;Negative;Neutral;;1052200012;1081900024;1094599991
584;21.04.2023 14:25;kelso group ups stake thg call spinoff nutrition business;Tesla;TSLA;21.04.2023;Positive;Positive;Neutral;;185;1870399933;1843099976
585;18.03.2023 11:00;streaming best film motherhood;Amazon;AMZN;18.03.2023;Positive;Positive;Neutral;;9243000031;9487999725;9619999695
586;20.03.2023 10:00;apple homepod review siri speaker bass problem;Apple;AAPL;20.03.2023;Negative;Positive;Neutral;;1504700012;1525899963;1529900055
587;28.07.2023 07:00;good omen series two david tennant michael sheen really double act since;Tesla;TSLA;28.07.2023;Positive;Positive;Neutral;;260019989;2690599976;2652799988
588;2.04.2023 11:30;week tv succession great expectation power wellmania review;Apple;AAPL;2.04.2023;Positive;Positive;Neutral;;1582799988;1576499939;1607700043
589;19.04.2023 14:42;eat unveils share buyback month cutting staff;Apple;AAPL;19.04.2023;Negative;Negative;Neutral;;1601000061;1655599976;1652100067
590;4.07.2023 08:00;main u turn labour made keir starmer;Tesla;TSLA;4.07.2023;Positive;Positive;Neutral;;2502100067;2562399902;2575
591;12.04.2023 07:00;west try limit tiktoks reach china apps;Tesla;TSLA;12.04.2023;Negative;Positive;Neutral;;1855200043;1850599976;1845099945
592;19.07.2023 03:00;apple google face block taking cut app purchase australia;Apple;AAPL;19.07.2023;Negative;Negative;Neutral;;1897700043;1905399933;1906900024
593;27.07.2023 13:13;warned climate emergency peter kalmus;Amazon;AMZN;27.07.2023;Negative;Negative;Neutral;;1299600067;130;1288000031
594;5.01.2023 01:52;death narrator apple unveils suite ai voiced audiobooks;Apple;AAPL;4.01.2023;Positive;Positive;Neutral;;1260400009;1296100006;1299299927
595;26.05.2023 19:45;tech stock surge wave interest ai drive tn rally;Tesla;TSLA;26.05.2023;Positive;Positive;Positive;;1801399994;1888699951;1857700043
596;16.07.2023 10:00;streaming best film atomic bomb;Amazon;AMZN;16.07.2023;Positive;Positive;Neutral;;1271299973;1287799988;1308000031
597;29.07.2023 15:00;everything app elon musk want x wechat west;Microsoft;MSFT;29.07.2023;Positive;Positive;Neutral;;3451099854;350980011;337769989
598;6.03.2023 15:00;global craze collagen linked brazilian deforestation;Amazon;AMZN;6.03.2023;Positive;Negative;Neutral;;9376000214;9423000336;9216999817
599;16.02.2023 21:44;sir jim ratcliffes manchester united bid would put debt club;Microsoft;MSFT;16.02.2023;Positive;Positive;Neutral;;2636199951;2631000061;2713200073
600;16.02.2023 01:03;arsenal manchester city premier league happened;Tesla;TSLA;15.02.2023;Positive;Positive;Neutral;;2012899933;2073200073;1968899994
601;10.01.2023 22:17;prince harrys autobiography spare uk fastest selling nonfiction book;Amazon;AMZN;10.01.2023;Negative;Positive;Neutral;;8581999969;8513999939;8312000275
602;12.03.2023 20:33;silicon valley bank important uk tech sector;Google;GOOG;12.03.2023;Positive;Positive;Neutral;;9558000183;9416999817;9465000153
603;3.01.2023 14:51;techscape bn takeover work finally game microsoft;Microsoft;MSFT;3.01.2023;Positive;Positive;Neutral;;2369600067;2345299988;2410099945
604;29.03.2023 15:36;elon musk join call pause creation giant ai digital mind;Apple;AAPL;29.03.2023;Positive;Positive;Neutral;;1578300018;1589299927;16025
605;28.06.2023 05:59;life prioritised adelaide become home want think big live well;Amazon;AMZN;28.06.2023;Positive;Positive;Neutral;;1248300018;1301499939;1293300018
606;27.07.2023 09:00;beat studio pro review apple new top headphone love android;Apple;AAPL;27.07.2023;Positive;Positive;Neutral;;1931300049;1919400024;19275
607;9.04.2023 12:00;look good situation power toheeb jimoh;Tesla;TSLA;9.04.2023;Positive;Positive;Neutral;;1947700043;1925800018;1855200043
608;22.04.2023 10:00;streaming best holiday romance film;Amazon;AMZN;22.04.2023;Positive;Positive;Neutral;;1027399979;1023000031;1043000031
609;19.04.2023 09:05;judy blume forever review inspiring portrait fearless author;Amazon;AMZN;19.04.2023;Positive;Positive;Positive;;9783000183;1024000015;1025100021
610;8.01.2023 20:29;great era going movie dying say sam mendes;Microsoft;MSFT;8.01.2023;Negative;Positive;Neutral;;2395800018;2291000061;2223099976
611;3.06.2023 16:00;buff billionaire latest sign bulk beautiful male body image arwa mahdawi;Tesla;TSLA;3.06.2023;Positive;Positive;Neutral;;2011600037;2039299927;2075200043
612;8.08.2023 16:00;get top tiktok shopping went social hooked new generation;Tesla;TSLA;8.08.2023;Positive;Positive;Neutral;;2610700073;2541100006;2593200073
613;3.08.2023 09:00;ai google ups ante free uk training course firm;Google;GOOG;3.08.2023;Positive;Positive;Neutral;;1298699951;1330099945;1331100006
614;31.05.2023 14:06;top book connecting nature;Amazon;AMZN;31.05.2023;Positive;Positive;Neutral;;11675;115;1201100006
615;6.05.2023 10:00;streaming best winner cannes palme dor;Amazon;AMZN;6.05.2023;Positive;Positive;Neutral;;1020500031;1036299973;1036500015
616;24.02.2023 16:26;roald dahl publisher announces unaltered book classic collection;Tesla;TSLA;24.02.2023;Negative;Negative;Neutral;;2083099976;1973699951;2008600006
617;20.06.2023 10:00;pixel tablet review google android slate smart display rolled one;Google;GOOG;20.06.2023;Positive;Positive;Neutral;;1244300003;1243799973;1257900009
618;30.04.2023 09:00;wager review david granns magnificent shipwreck epic;Amazon;AMZN;30.04.2023;Positive;Positive;Neutral;;1062099991;1025699997;1049800034
619;12.02.2023 23:00;dinosaur stephen fry review enchanting jurassic park;Amazon;AMZN;12.02.2023;Positive;Positive;Neutral;;1021800003;1021100006;1000500031
620;16.02.2023 19:53;five factor explain ftse record high despite recession;Tesla;TSLA;16.02.2023;Positive;Positive;Positive;;2073200073;1968899994;1946399994
621;1.04.2023 10:00;streaming babylon best film hollywood;Tesla;TSLA;1.04.2023;Positive;Positive;Neutral;;1918099976;1891900024;1938800049
622;11.05.2023 18:00;remember exact word markus zusak messenger review hell never forget;Microsoft;MSFT;11.05.2023;Negative;Negative;Neutral;;3054100037;3106499939;3086499939
623;4.01.2023 21:20;tesla stock plunged le ludicrous level competitor catch nil pratley;Tesla;TSLA;4.01.2023;Negative;Negative;Positive;;1127099991;1218199997;1231800003
624;11.03.2023 11:00;streaming best michelle yeoh film;Amazon;AMZN;11.03.2023;Positive;Positive;Neutral;;9375;9355000305;9391999817
625;29.04.2023 13:00;suede mat osman biggest difference richard interest cool;Microsoft;MSFT;29.04.2023;Positive;Positive;Neutral;;281769989;2754200134;2953699951
626;18.02.2023 11:00;??streaming watch best bafta contender;Tesla;TSLA;18.02.2023;Positive;Positive;Neutral;;1946399994;20925;2142400055
627;1.07.2023 08:00;indiana jones wham complete guide week entertainment;Amazon;AMZN;1.07.2023;Positive;Positive;Neutral;;1273300018;1291799927;1290399933
628;17.06.2023 17:05;daniel ellsberg one history consequential figure trevor timm;Amazon;AMZN;17.06.2023;Negative;Negative;Neutral;;1265699997;1266600037;1264199982
629;3.02.2023 21:01;ftse hit time high u job report beat forecast happened;Tesla;TSLA;3.02.2023;Positive;Positive;Neutral;;1778999939;1666600037;1732200012
630;27.01.2023 14:00;google let daily wire advertise climate change hoax search;Google;GOOG;27.01.2023;Negative;Negative;Neutral;;9927999878;1012099991;9920999908
631;5.04.2023 18:06;love playing as james marsden cyclops sonic new ultimate prank show;Amazon;AMZN;5.04.2023;Positive;Positive;Neutral;;10025;102;1032900009
632;11.02.2023 15:00;tegan sara look back terrible haircut self belief;Tesla;TSLA;11.02.2023;Negative;Positive;Neutral;;1947599945;1968099976;2012899933
633;29.05.2023 16:51;encore surefire show returning edinburgh festival;Tesla;TSLA;29.05.2023;Positive;Positive;Neutral;;1888699951;1857700043;1828999939
634;23.01.2023 10:00;surface pro review microsofts best tablet pick right one;Microsoft;MSFT;23.01.2023;Positive;Positive;Neutral;;2403500061;2358099976;2319299927
635;5.01.2023 10:30;awe dacher keltner review transformative power wonder;Tesla;TSLA;5.01.2023;Positive;Positive;Neutral;;1218199997;1231800003;1080999985
636;25.03.2023 09:00;infinity pool succession complete guide week entertainment;Amazon;AMZN;25.03.2023;Positive;Positive;Neutral;;9770999908;1006100006;9869999695
637;31.01.2023 17:46;scary corporate america hitting back union;Apple;AAPL;31.01.2023;Negative;Negative;Neutral;;1425299988;1418600006;1439600067
638;27.01.2023 14:45;guide top gun tár best picture oscar nominee ranked;Tesla;TSLA;27.01.2023;Positive;Positive;Neutral;;1334199982;14375;1438899994
639;18.02.2023 22:00;broadcasting breakfast tiktokers ob morning routine;Tesla;TSLA;18.02.2023;Negative;Negative;Neutral;;1946399994;20925;2142400055
640;13.02.2023 14:12;octagonal flying object shot michigan first thing;Microsoft;MSFT;13.02.2023;Positive;Negative;Neutral;;256769989;2675599976;266730011
641;18.02.2023 15:00;retail transport ai changing every corner economy;Apple;AAPL;18.02.2023;Negative;Positive;Neutral;;1538500061;1531999969;1553300018
642;11.02.2023 14:55;feel warm fuzzy hallmark built empire unashamedly schmaltzy rom coms;Microsoft;MSFT;11.02.2023;Positive;Positive;Neutral;;256769989;2675599976;266730011
643;22.05.2023 08:00;sort toxic behaviour timnit gebru sacking google ai danger big tech bias;Google;GOOG;22.05.2023;Negative;Negative;Neutral;;1169599991;1200899963;1214800034
644;18.01.2023 17:00;revealed rainforest carbon offset biggest certifier worthless analysis show;Amazon;AMZN;18.01.2023;Negative;Positive;Neutral;;9508999634;9526999664;9812000275
645;26.03.2023 09:00;buttock clenching moment excruciating joy famous succession fan favourite scene;Tesla;TSLA;26.03.2023;Positive;Negative;Neutral;;18325;1975800018;1911499939
646;29.04.2023 18:00;could ai save amazon rainforest;Amazon;AMZN;29.04.2023;Positive;Positive;Neutral;;1062099991;1025699997;1049800034
647;9.08.2023 00:48;brazilian president lula pledge new amazon dream rainforest summit;Amazon;AMZN;8.08.2023;Positive;Positive;Neutral;;1316900024;1282100067;1289100037
648;8.07.2023 15:00;white nationalist publisher data exposed amazon cloud leak;Amazon;AMZN;8.07.2023;Negative;Negative;Negative;;1302200012;1303800049;1283600006
649;2.06.2023 15:00;multinational company industrialised amazon rainforest;Amazon;AMZN;2.06.2023;Positive;Positive;Neutral;;1201100006;1216600037;1205800018
650;20.06.2023 20:19;bernie sander launch investigation working condition amazon;Amazon;AMZN;20.06.2023;Negative;Positive;Neutral;;1266600037;1264199982;1271100006
651;6.08.2023 20:17;indigenous activist gather brazil discus future amazon;Amazon;AMZN;6.08.2023;Positive;Negative;Neutral;;1336799927;1316900024;1282100067
652;31.07.2023 13:58;uk farmer donated £k amazon indigenous meeting could take place;Amazon;AMZN;31.07.2023;Positive;Positive;Neutral;;1288000031;1291300049;1281499939
653;5.06.2023 08:00;rethink reform rebuild step save amazon;Amazon;AMZN;5.06.2023;Positive;Positive;Neutral;;1216600037;1205800018;1227699966
654;2.06.2023 15:00;visual guide deforestation brazil amazon rainforest;Amazon;AMZN;2.06.2023;Positive;Positive;Neutral;;1201100006;1216600037;1205800018
655;22.06.2023 20:54;true believer ocado tempted amazon nil pratley;Amazon;AMZN;22.06.2023;Positive;Positive;Neutral;;1271100006;1254899979;1257799988
656;4.04.2023 14:07;amazon close book depository online shop;Amazon;AMZN;4.04.2023;Negative;Positive;Neutral;;9723999786;10025;102
657;17.07.2023 09:00;amazon fire max review nice looking tablet poor software;Amazon;AMZN;17.07.2023;Negative;Positive;Neutral;;1271299973;1287799988;1308000031
658;2.08.2023 19:10;amazon deforestation fall compared last july say brazilian minister;Amazon;AMZN;2.08.2023;Negative;Negative;Negative;;1281499939;12825;1322100067
659;8.08.2023 23:14;leader amazon nation gather brazil summit rainforest future;Amazon;AMZN;8.08.2023;Positive;Positive;Neutral;;1316900024;1282100067;1289100037
660;3.08.2023 15:06;hope lesson tiny reforestation scheme amazon;Amazon;AMZN;3.08.2023;Positive;Positive;Neutral;;12825;1322100067;1336799927
661;14.06.2023 09:00;amazon insisted report missing package police;Amazon;AMZN;14.06.2023;Negative;Negative;Negative;;1212300034;12425;1234300003
662;27.07.2023 15:33;want lula see indigenous chief continues fight amazon;Amazon;AMZN;27.07.2023;Positive;Negative;Neutral;;1299600067;130;1288000031
663;24.06.2023 13:00;going keep fighting delivery worker stand amazon;Amazon;AMZN;24.06.2023;Negative;Negative;Neutral;;1257799988;1248300018;1301499939
664;8.08.2023 08:00;small firm fear going bust amazon extends wait time sale proceeds;Amazon;AMZN;8.08.2023;Negative;Negative;Negative;;1316900024;1282100067;1289100037
665;23.05.2023 19:00;u regulator launch investigation worker death amazon warehouse;Amazon;AMZN;23.05.2023;Negative;Positive;Neutral;;1134000015;1155;1181500015
666;14.06.2023 17:25;amazon staff coventry vote six month strike;Amazon;AMZN;14.06.2023;Negative;Positive;Negative;;1212300034;12425;1234300003
667;14.06.2023 09:00;amazon fire ramping seller fee advertising cost;Amazon;AMZN;14.06.2023;Negative;Positive;Positive;;1212300034;12425;1234300003
668;28.06.2023 12:30;amazon facing urgent crime crisis gutting protection say drug tsar;Amazon;AMZN;28.06.2023;Negative;Negative;Negative;;1248300018;1301499939;1293300018
669;12.05.2023 19:14;amazon union member launch strike ballot two uk site;Amazon;AMZN;12.05.2023;Negative;Negative;Neutral;;1056600037;1058300018;1066200027
670;18.04.2023 17:00;uk company mining gold amazon disputed land;Amazon;AMZN;18.04.2023;Negative;Negative;Neutral;;9991999817;9783000183;1024000015
671;3.06.2023 14:00;amazon google fund anti abortion lawmaker complex shell game;Google;GOOG;3.06.2023;Negative;Negative;Neutral;;1246399994;1233700027;1243700027
672;2.06.2023 15:17;look corporation dominate amazon;Amazon;AMZN;2.06.2023;Positive;Positive;Neutral;;1201100006;1216600037;1205800018
673;22.06.2023 01:02;amazon duped million enrolling prime u regulator say lawsuit;Amazon;AMZN;21.06.2023;Negative;Positive;Neutral;;1264199982;1271100006;1254899979
674;31.03.2023 14:02;amazon worker coventry announce six new strike date;Amazon;AMZN;31.03.2023;Negative;Negative;Neutral;;9812999725;9804000092;9723999786
675;8.06.2023 15:38;gmb halt bid official amazon union claiming firm skewed staff number;Amazon;AMZN;8.06.2023;Negative;Negative;Negative;;1227699966;12425;1253000031
676;19.04.2023 13:05;lydia davis refuse sell next book amazon;Amazon;AMZN;19.04.2023;Negative;Negative;Neutral;;9783000183;1024000015;1025100021
677;15.04.2023 07:00;amazon doesnt care book barnes noble bounced back;Amazon;AMZN;15.04.2023;Positive;Negative;Neutral;;1021699982;9991999817;9783000183
678;30.05.2023 12:56;amazon uk offer parent term time working amid union battle;Amazon;AMZN;30.05.2023;Positive;Positive;Neutral;;1149899979;11675;115
679;28.05.2023 15:45;e bike charger posing fire risk found ebay amazon wishcom;Amazon;AMZN;28.05.2023;Negative;Negative;Negative;;1150100021;1149899979;11675
680;7.07.2023 16:47;ya author shoot amazon bestseller list viral tiktok video;Amazon;AMZN;7.07.2023;Positive;Positive;Neutral;;1303600006;1302200012;1303800049
681;11.07.2023 18:53;robot amazon uk worker striking prime day;Amazon;AMZN;11.07.2023;Negative;Negative;Neutral;;1303800049;1283600006;1297799988
682;17.03.2023 12:15;indigenous child suffer illegal miner amazon invasion;Amazon;AMZN;17.03.2023;Negative;Negative;Neutral;;9073000336;9243000031;9487999725
683;18.06.2023 19:27;social medium site failing curb cottage industry fake review amazon say;Amazon;AMZN;18.06.2023;Negative;Negative;Negative;;1265699997;1266600037;1264199982
684;7.07.2023 09:51;afternoon update robodebt report recommends prosecution another sydney shooting amazon deforestation drop;Amazon;AMZN;7.07.2023;Negative;Positive;Neutral;;1303600006;1302200012;1303800049
685;26.04.2023 08:15;amazon worker coventry request union recognition membership double;Amazon;AMZN;26.04.2023;Positive;Positive;Neutral;;1043000031;1038099976;1069599991
686;11.06.2023 18:22;going away amazon uk strike trio bullish gmb congress;Amazon;AMZN;11.06.2023;Positive;Negative;Neutral;;1253000031;1266100006;1212300034
687;28.04.2023 01:16;amazon beat expectation first quarter earnings share jump;Amazon;AMZN;27.04.2023;Positive;Positive;Positive;;1038099976;1069599991;1062099991
688;16.05.2023 12:00;noise pollution danger amazon warehouse upended sleepy new york neighborhood;Amazon;AMZN;16.05.2023;Negative;Positive;Neutral;;1066200027;1101900024;1121800003
689;2.06.2023 15:00;amazon tree felled six year meet beef demand;Amazon;AMZN;2.06.2023;Negative;Negative;Neutral;;1201100006;1216600037;1205800018
690;6.08.2023 14:00;look crisis amazon understand stake battling life mark ruffalo;Amazon;AMZN;6.08.2023;Negative;Negative;Neutral;;1336799927;1316900024;1282100067
691;16.04.2023 16:57;amazon worker coventry begin first two three day strike;Amazon;AMZN;16.04.2023;Negative;Negative;Neutral;;1021699982;9991999817;9783000183
692;26.05.2023 18:00;invoked shakespeare kates mclennan mccartney explaining australian swearing amazon;Amazon;AMZN;26.05.2023;Negative;Negative;Neutral;;11625;1150100021;1149899979
693;12.04.2023 11:44;hyundai urged stop illegal miner using machine amazon;Amazon;AMZN;12.04.2023;Positive;Positive;Negative;;1010999985;1020599976;1021699982
694;4.04.2023 09:00;alexa im dark amazon account disappeared;Amazon;AMZN;4.04.2023;Negative;Negative;Neutral;;9723999786;10025;102
695;3.04.2023 18:00;amazon web service invest bn expanding australian cloud computing;Amazon;AMZN;3.04.2023;Positive;Positive;Neutral;;9804000092;9723999786;10025
696;10.03.2023 19:32;record deforestation brazil amazon rainforest show challenge facing lula;Amazon;AMZN;10.03.2023;Positive;Positive;Positive;;9490000153;9375;9355000305
697;1.06.2023 15:00;brazilian amazon risk taken mafia ex police chief warns;Amazon;AMZN;1.06.2023;Negative;Negative;Neutral;;115;1201100006;1216600037
698;17.06.2023 23:00;western arrogance wellness movement co opted amazon frog toxin deadly effect;Amazon;AMZN;17.06.2023;Positive;Negative;Neutral;;1265699997;1266600037;1264199982
699;23.03.2023 19:05;u amazon driver delivers package police standoff viral video show;Amazon;AMZN;23.03.2023;Negative;Negative;Neutral;;1000400009;9894999695;9770999908
700;3.02.2023 01:50;apple post first revenue drop four year;Apple;AAPL;2.02.2023;Negative;Negative;Negative;;1439600067;1459299927;143
701;20.03.2023 21:27;amazon cut another job new round layoff;Amazon;AMZN;20.03.2023;Negative;Negative;Negative;;9243000031;9487999725;9619999695
702;29.04.2023 09:00;many bridge amazon river try kid quiz;Amazon;AMZN;29.04.2023;Positive;Negative;Neutral;;1062099991;1025699997;1049800034
703;1.01.2023 03:01;whats netflix amazon month january;Amazon;AMZN;1.01.2023;Negative;Positive;Neutral;;8304000092;8181999969;8418000031
704;22.01.2023 20:14;jair bolsonaro accused act genocide amazonian group;Amazon;AMZN;22.01.2023;Negative;Negative;Neutral;;9605000305;9545999908;9368000031
705;5.04.2023 10:40;amazon microsoft face referral uk regulator cloud service market;Amazon;AMZN;5.04.2023;Negative;Positive;Neutral;;10025;102;1032900009
706;15.02.2023 00:47;amazon deploys fleet self driving robotaxis california street;Amazon;AMZN;14.02.2023;Positive;Positive;Neutral;;1021100006;1000500031;9823999786
707;4.06.2023 15:00;forest know amazon village message world photo essay;Amazon;AMZN;4.06.2023;Positive;Positive;Neutral;;1216600037;1205800018;1227699966
708;16.06.2023 13:00;force life indigenous wisdom helped rescue child lost amazon;Amazon;AMZN;16.06.2023;Positive;Positive;Neutral;;1234300003;1265699997;1266600037
709;8.04.2023 11:00;war attrition union victory u worker amazon stalled;Amazon;AMZN;8.04.2023;Negative;Negative;Positive;;1024100037;1039499969;1010999985
710;19.02.2023 13:30;cattle coca drive deforestation amazon colombia report;Amazon;AMZN;19.02.2023;Negative;Negative;Neutral;;9954000092;9969999695;1011600037
711;20.05.2023 15:00;thousand amazon staffer pouring seattle office restore downtown fortune;Amazon;AMZN;20.05.2023;Positive;Positive;Neutral;;1111999969;1134000015;1155
712;7.05.2023 11:02;amazon tesco join coalition compassion know welfare state failing gordon brown;Amazon;AMZN;7.05.2023;Negative;Positive;Neutral;;1020500031;1036299973;1036500015
713;28.03.2023 02:45;amazon warehouse parking lot play queer ageing capitalism win prize;Amazon;AMZN;27.03.2023;Positive;Positive;Neutral;;9770999908;1006100006;9869999695
714;13.02.2023 18:41;amazon worker coventry go strike seven day;Amazon;AMZN;13.02.2023;Negative;Negative;Negative;;1021800003;1021100006;1000500031
715;22.03.2023 16:48;amazon uk staff plan strike reject pay rise insult;Amazon;AMZN;22.03.2023;Negative;Negative;Negative;;9619999695;1000400009;9894999695
716;27.02.2023 08:00;dom phillips widow follow raising awareness crisis amazon;Amazon;AMZN;27.02.2023;Negative;Positive;Neutral;;9458000183;9579000092;9581999969
717;19.03.2023 17:00;fake eyelash remover used party drug delisted amazon sydney worldpride ban;Amazon;AMZN;19.03.2023;Negative;Negative;Neutral;;9243000031;9487999725;9619999695
718;10.01.2023 21:53;amazon shut three uk warehouse putting job risk;Amazon;AMZN;10.01.2023;Negative;Negative;Neutral;;8581999969;8513999939;8312000275
719;26.02.2023 12:00;amazon union leader fly help uk striker kick door;Amazon;AMZN;26.02.2023;Positive;Positive;Neutral;;9458000183;9579000092;9581999969
720;9.01.2023 11:00;lack respect outcry amazon employee death warehouse floor;Amazon;AMZN;9.01.2023;Negative;Negative;Neutral;;8581999969;8513999939;8312000275
